2024-06-11 16:23:10,282.bbq_producer.INFO ==================================================
2024-06-11 16:23:10,283.bbq_producer.INFO Today is 2024-06-11 at 04:23 PM
2024-06-11 16:23:10,283.bbq_producer.INFO Running on: nt Windows 10
2024-06-11 16:23:10,284.bbq_producer.INFO Python version:  3.11.9
2024-06-11 16:23:10,285.bbq_producer.INFO Python path: C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0
2024-06-11 16:23:10,286.bbq_producer.INFO Working dir: C:\Users\cbram\streaming-05-smart-smoker
2024-06-11 16:23:10,286.bbq_producer.INFO ==================================================
2024-06-11 16:23:25,242.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:26, 104.8
2024-06-11 16:23:26,292.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:27, 108.2
2024-06-11 16:23:27,353.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:27, 108.2
2024-06-11 16:23:28,421.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:28, 111.4
2024-06-11 16:23:29,487.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:28, 111.4
2024-06-11 16:23:30,554.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:29, 114.2
2024-06-11 16:23:31,620.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:29, 114.2
2024-06-11 16:23:32,681.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:30, 116.9
2024-06-11 16:23:33,748.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:30, 116.9
2024-06-11 16:23:34,814.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:31, 119.4
2024-06-11 16:23:35,864.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:31, 119.4
2024-06-11 16:23:36,926.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:32, 120.1
2024-06-11 16:23:37,972.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:32, 120.1
2024-06-11 16:23:39,040.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:33, 106.2
2024-06-11 16:23:40,107.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:33, 106.2
2024-06-11 16:23:41,174.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:34, 103.5
2024-06-11 16:23:42,236.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:34, 103.5
2024-06-11 16:23:43,300.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:35, 105.3
2024-06-11 16:23:44,369.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:35, 105.3
2024-06-11 16:23:45,421.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:36, 106.9
2024-06-11 16:23:46,482.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:36, 106.9
2024-06-11 16:23:47,544.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:37, 111.9
2024-06-11 16:23:48,605.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:37, 111.9
2024-06-11 16:23:49,671.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:38, 114.2
2024-06-11 16:23:50,720.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:38, 114.2
2024-06-11 16:23:51,789.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:39, 115.5
2024-06-11 16:23:52,851.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:39, 115.5
2024-06-11 16:23:53,911.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:40, 112.6
2024-06-11 16:23:54,957.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:40, 112.6
2024-06-11 16:23:56,022.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:41, 118.8
2024-06-11 16:23:57,089.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:41, 118.8
2024-06-11 16:23:58,154.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:42, 113.2
2024-06-11 16:23:59,214.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:42, 113.2
2024-06-11 16:24:00,266.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:43, 126.7
2024-06-11 16:24:01,331.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:43, 126.7
2024-06-11 16:24:02,398.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:44, 130
2024-06-11 16:24:03,466.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:44, 130
2024-06-11 16:24:04,529.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:45, 130
2024-06-11 16:24:05,590.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:45, 130
2024-06-11 16:24:06,649.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:46, 137.3
2024-06-11 16:24:07,717.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:46, 137.3
2024-06-11 16:24:08,787.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:47, 139.5
2024-06-11 16:24:09,834.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:47, 139.5
2024-06-11 16:24:10,901.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:48, 141.8
2024-06-11 16:24:11,967.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:48, 141.8
2024-06-11 16:24:13,010.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:49, 143.6
2024-06-11 16:24:14,073.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:49, 143.6
2024-06-11 16:24:15,135.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:50, 145
2024-06-11 16:24:16,202.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:50, 145
2024-06-11 16:24:17,267.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:51, 146.2
2024-06-11 16:24:18,333.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:51, 146.2
2024-06-11 16:24:19,379.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:52, 147.5
2024-06-11 16:24:20,445.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:52, 147.5
2024-06-11 16:24:21,513.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:53, 148.7
2024-06-11 16:24:22,577.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:53, 148.7
2024-06-11 16:24:23,622.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:54, 149.9
2024-06-11 16:24:24,685.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:54, 149.9
2024-06-11 16:24:25,752.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:55, 151.1
2024-06-11 16:24:26,823.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:55, 151.2
2024-06-11 16:24:27,886.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:55, 151.2
2024-06-11 16:24:28,935.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:56, 152.4
2024-06-11 16:24:29,998.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:56, 152.4
2024-06-11 16:24:31,064.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:57, 153.4
2024-06-11 16:24:32,132.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:57, 153.4
2024-06-11 16:24:33,193.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:58, 154.5
2024-06-11 16:24:34,260.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:58, 154.5
2024-06-11 16:24:35,328.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:59, 155.6
2024-06-11 16:24:36,394.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 12:59, 155.6
2024-06-11 16:24:37,461.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:00, 156.5
2024-06-11 16:24:38,512.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:00, 156.5
2024-06-11 16:24:39,576.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:01, 157.8
2024-06-11 16:24:40,634.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:01, 157.8
2024-06-11 16:24:41,699.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:02, 158.8
2024-06-11 16:24:42,764.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:02, 158.8
2024-06-11 16:24:43,815.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:03, 159.9
2024-06-11 16:24:44,883.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:03, 159.9
2024-06-11 16:24:45,948.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:04, 160.7
2024-06-11 16:24:47,012.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:04, 160.7
2024-06-11 16:24:48,059.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:05, 161.9
2024-06-11 16:24:49,125.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:05, 161.9
2024-06-11 16:24:50,170.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:06, 163.1
2024-06-11 16:24:51,239.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:06, 163.1
2024-06-11 16:24:52,305.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:07, 164.3
2024-06-11 16:24:53,374.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:07, 164.3
2024-06-11 16:24:54,441.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:08, 165.6
2024-06-11 16:24:55,491.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:08, 165.6
2024-06-11 16:24:56,557.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:09, 166.7
2024-06-11 16:24:57,604.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:09, 166.7
2024-06-11 16:24:58,667.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:10, 167.8
2024-06-11 16:24:59,729.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:10, 167.8
2024-06-11 16:25:00,794.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:11, 168.8
2024-06-11 16:25:01,858.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:11, 168.8
2024-06-11 16:25:02,926.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:12, 170.2
2024-06-11 16:25:03,991.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:12, 170.2
2024-06-11 16:25:05,059.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:13, 171.7
2024-06-11 16:25:06,130.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:13, 171.7
2024-06-11 16:25:07,186.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:14, 173.3
2024-06-11 16:25:08,249.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:14, 173.3
2024-06-11 16:25:09,314.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:15, 174.6
2024-06-11 16:25:10,380.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:15, 174.6
2024-06-11 16:25:11,447.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:16, 175.5
2024-06-11 16:25:12,507.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:16, 175.5
2024-06-11 16:25:13,573.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:17, 176.8
2024-06-11 16:25:14,634.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:17, 176.8
2024-06-11 16:25:15,695.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:18, 177.8
2024-06-11 16:25:16,747.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:18, 177.8
2024-06-11 16:25:17,808.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:19, 178.9
2024-06-11 16:25:18,873.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:19, 178.9
2024-06-11 16:25:19,935.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:20, 180.3
2024-06-11 16:25:21,001.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:20, 180.3
2024-06-11 16:25:22,050.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:21, 181.4
2024-06-11 16:25:23,096.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:21, 181.4
2024-06-11 16:25:24,159.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:22, 182.6
2024-06-11 16:25:25,230.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:22, 182.6
2024-06-11 16:25:26,280.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:23, 183.9
2024-06-11 16:25:27,348.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:23, 183.9
2024-06-11 16:25:28,415.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:24, 184.8
2024-06-11 16:25:29,478.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:24, 184.8
2024-06-11 16:25:30,546.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:25, 186
2024-06-11 16:25:31,595.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:25, 186
2024-06-11 16:25:32,661.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:26, 187.1
2024-06-11 16:25:33,730.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:26, 187.1
2024-06-11 16:25:34,793.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:27, 211.9
2024-06-11 16:25:35,861.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:27, 211.9
2024-06-11 16:25:36,927.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:28, 215.3
2024-06-11 16:25:37,994.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:28, 215.3
2024-06-11 16:25:39,057.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:29, 217
2024-06-11 16:25:40,126.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:29, 217
2024-06-11 16:25:41,173.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:30, 218.6
2024-06-11 16:25:42,239.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:30, 218.6
2024-06-11 16:25:43,309.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:31, 218.5
2024-06-11 16:25:44,377.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:31, 218.5
2024-06-11 16:25:45,445.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:32, 219.4
2024-06-11 16:25:46,512.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:32, 219.4
2024-06-11 16:25:47,579.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:33, 220.5
2024-06-11 16:25:48,646.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:33, 220.5
2024-06-11 16:25:49,694.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:34, 220.7
2024-06-11 16:25:50,742.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:34, 220.7
2024-06-11 16:25:51,810.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:35, 222.5
2024-06-11 16:25:52,877.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:35, 222.5
2024-06-11 16:25:53,927.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:36, 223
2024-06-11 16:25:54,995.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:36, 223
2024-06-11 16:25:56,057.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:37, 224.7
2024-06-11 16:25:57,122.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:37, 224.7
2024-06-11 16:25:58,187.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:38, 224.2
2024-06-11 16:25:59,255.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:38, 224.2
2024-06-11 16:26:00,300.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:39, 223.6
2024-06-11 16:26:01,369.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:39, 223.6
2024-06-11 16:26:02,434.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:40, 224.6
2024-06-11 16:26:03,503.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:40, 224.6
2024-06-11 16:26:04,566.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:41, 224.3
2024-06-11 16:26:05,636.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:41, 224.3
2024-06-11 16:26:06,700.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:42, 226.6
2024-06-11 16:26:07,751.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:42, 226.6
2024-06-11 16:26:08,816.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:43, 229
2024-06-11 16:26:09,864.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:43, 229
2024-06-11 16:26:10,930.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:44, 232.8
2024-06-11 16:26:11,996.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:44, 232.8
2024-06-11 16:26:13,059.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:45, 237.9
2024-06-11 16:26:14,122.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:45, 237.9
2024-06-11 16:26:15,193.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:46, 200.2
2024-06-11 16:26:16,253.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:46, 200.2
2024-06-11 16:26:17,313.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:46, 38.7
2024-06-11 16:26:18,379.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:46, 38.7
2024-06-11 16:26:18,420.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:46, 37
2024-06-11 16:26:19,480.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:46, 37
2024-06-11 16:26:20,547.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:47, 205.9
2024-06-11 16:26:21,612.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:47, 205.9
2024-06-11 16:26:22,679.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:47, 37.1
2024-06-11 16:26:23,747.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:47, 37.1
2024-06-11 16:26:23,793.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:47, 35.3
2024-06-11 16:26:24,839.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:47, 35.3
2024-06-11 16:26:25,903.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:48, 230
2024-06-11 16:26:26,966.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:48, 230
2024-06-11 16:26:28,028.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:48, 36.9
2024-06-11 16:26:29,096.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:48, 36.9
2024-06-11 16:26:29,140.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:48, 35.2
2024-06-11 16:26:30,201.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:48, 35.2
2024-06-11 16:26:31,267.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:49, 239.6
2024-06-11 16:26:32,324.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:49, 239.6
2024-06-11 16:26:33,413.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:49, 36.9
2024-06-11 16:26:34,481.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:49, 36.9
2024-06-11 16:26:34,525.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:49, 35.3
2024-06-11 16:26:35,591.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:49, 35.3
2024-06-11 16:26:36,653.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:50, 242.4
2024-06-11 16:26:37,713.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:50, 242.4
2024-06-11 16:26:38,779.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:50, 37.2
2024-06-11 16:26:39,822.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:50, 37.2
2024-06-11 16:26:39,862.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:50, 35.2
2024-06-11 16:26:40,928.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:50, 35.2
2024-06-11 16:26:41,994.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:51, 243.1
2024-06-11 16:26:43,064.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:51, 243.1
2024-06-11 16:26:44,130.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:51, 37.5
2024-06-11 16:26:45,189.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:51, 37.5
2024-06-11 16:26:45,218.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:51, 35.2
2024-06-11 16:26:46,282.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:51, 35.2
2024-06-11 16:26:47,343.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:52, 242.6
2024-06-11 16:26:48,393.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:52, 242.6
2024-06-11 16:26:49,442.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:52, 37.9
2024-06-11 16:26:50,490.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:52, 37.9
2024-06-11 16:26:50,537.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:52, 35.6
2024-06-11 16:26:51,603.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:52, 35.6
2024-06-11 16:26:52,667.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:53, 241.7
2024-06-11 16:26:53,736.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:53, 241.7
2024-06-11 16:26:54,783.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:53, 38.4
2024-06-11 16:26:55,850.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:53, 38.4
2024-06-11 16:26:55,894.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:53, 35.7
2024-06-11 16:26:56,960.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:53, 35.7
2024-06-11 16:26:58,028.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:54, 241.4
2024-06-11 16:26:59,093.bbq_producer.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:54, 241.4
2024-06-11 16:27:00,154.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:54, 39.1
2024-06-11 16:27:01,249.bbq_producer.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:54, 39.1
2024-06-11 16:27:01,293.bbq_producer.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:54, 36
